title,company,link,description,location,date_added,job_type,salary,apply_text,status,date_posted
Senior LLM Implementation Developer,SSTech LLC,https://www.dice.com/job-detail/e450a46f-c8a6-46c7-8185-ac91c0112de3,"Client: Verizon Role: Senior Developer (LLM Implementation Focus),Dallas,TX Should be strong Handson on Python coding, LLM, openAI Role Overview: As a Senior Developer focused on Large Language Model (LLM) implementation, you will be responsible for integrating and leveraging existing large language models to create and enhance solutions for personalized interactions and automated processes. This position emphasizes a high level of technical expertise (90%) with a modest requirement for busi","Dallas, Texas",2025-05-18 00:00:00,Contract,$60+,Easy Apply,Applied,Yesterday
Lead Data Scientist (PhD) - Intelligent Forecast Application,Sierra Software Solutions,https://www.dice.com/job-detail/e6b384ed-56a4-41e8-b690-69d18fbeee17,"Lead Data Scientist (PhD) - Intelligent Forecast Application Location: Plano, TX - 6-12 Months Contract Job Description :: We are seeking an exceptional and highly motivated Lead Data Scientist with a PhD in Data Science, Computer Science, Applied Mathematics, Statistics, or a closely related quantitative field, to spearhead the design, development, and deployment of an automotive OEM s next-generation Intelligent Forecast Application. This pivotal role will leverage cutting-edge machine learni","Plano, Texas",2025-05-16 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,2d ago
Data Engineer,Dahl Consulting,https://www.dice.com/job-detail/ad12940a-82f6-47f1-9476-9adc9ef010fb,"Seeking a new job opportunity? Don t miss this role! Dahl Consulting is currently partnering with a leader in the retail industry. We work one-on-one with great candidates to help connect them with local employment opportunities. This Company is hiring a Data Engineer for a contract position! Interested? Get more details below.Contract Duration: 6-monthsWorksite Location: Brooklyn Park, MN | Hybrid or remoteCompensation: $60.00 - $90.00 per hourWhat you ll do as the Data Engineer: Design, build,","Remote or Hybrid in Brooklyn Park, Minnesota",2025-05-16 00:00:00,Contract,$60 - $90,Easy Apply,Applied,9d ago
Senior GenAI Developer,MNR Consulting Services,https://www.dice.com/job-detail/e548cbb6-ae38-4f9b-8057-29b8891bac39,"Job Title: Senior GenAI Developer Location: Dallas, TX or Remote (2nd Priority) Job Summary: We are looking for an experienced Senior GenAI Developer with deep expertise in Prompt Engineering, RAG (Retrieval-Augmented Generation) architecture, and building AI-driven applications. The ideal candidate will have strong backend development skills, particularly in Node.js, JavaScript, or TypeScript, and hands-on experience with language models (LLMs) and AI system deployment. Key Responsibilities: De","Remote or Dallas, Texas",2025-05-18 00:00:00,"Third Party, Contract",Depends on Experience,Easy Apply,Applied,Yesterday
Research Scientist II,Intelliswift Software Inc,https://www.dice.com/job-detail/04480adc-85e9-44c3-ab4e-171170bcade2,"Job Title: Research Scientist II Duration: 6 Months Location: Remote Pay Range: $50 - $54 per hour Intelliswift Software Inc. conceptualizes, builds, and supports the world's most amazing technology products and solutions. Our team of rich experts from diverse backgrounds contributes to making Intelliswift one of the most reliable partners in IT and Talent solutions. We specialize in delivering world-class Digital Product Engineering, Data Management and Analytics, and Staffing Solutions service",Remote,2025-05-16,Contract,$50 - $54,Easy Apply,Applied,2d ago
Senior GenAI/LLM Engineer,Enexus Global,https://www.dice.com/job-detail/da7b590b-ee9d-42f8-8b51-edd91058ae2f,"Role - Senior GenAI/LLM Engineer Location - Remote(But need from bay area) Experience - 12+ Years Tax Term- w2,C2C, 1099 Below is the JD GenAI/LLM Engineer Implementing GenAI requires specialized expertise in large language models. Traditional data scientists often haven't had the opportunity to dive deep into the practical intricacies of LLMs-particularly advanced fine-tuning techniques, model compression strategies, memory optimization approaches, and specialized training workflows. This role","Remote or San Francisco, California",2025-05-19 00:00:00,"Contract, Third Party",,Easy Apply,Applied,Today
Sr. Data Engineer,Synapse Tech Services Inc,https://www.dice.com/job-detail/5c2f5159-f5ec-43e5-a9cf-67c2302feac1,"Please share your resumes to Fasi at synapsetechservice dot com Sr. Data Engineer New York-5 Day's Onsite C2C Experience: 10+ Years Mandatory: Python: 40% Spark: 40% AWS: 20%"" Job Description:- Required Skills: Proficiency in data engineering programming languages (preferably Python, alternatively Scala or Java)Proficiency in at least one cluster computing framework (preferably Spark, alternatively Flink or Storm)Proficiency in at least one cloud data Lakehouse platform (preferably AWS data lake","New York, New York",2025-05-19 00:00:00,"Third Party, Contract",Depends on Experience,Easy Apply,Applied,Today
"Generative AI Architect - Waltham, MA (Onsite) - AK",ASCII Group LLC,https://www.dice.com/job-detail/2be9cb71-c85d-4cd3-887c-f504567f1ee4,"The following requirement is open with our client. Title : Generative AI Architect Location : Waltham, MA (Onsite) Relevant Experience (in Yrs.) : 10+ Detailed Job Description: Experience in the insurance industry as an architect, along with hands on development experiences is preferred10+ years in designing end to end architectures in On-Prem and AWS Cloud environment using Mule, API Gateways, RESTful APIs, Rabbit MQ, React.js, databases (vector, SQL, NoSQL) and other enterprise systems.10+ ye","Waltham, Massachusetts",2025-05-22 00:00:00,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,Today
Data Engineer,DNS Info Ltd,https://www.dice.com/job-detail/8445a674-58c0-4531-abe7-2963ea2abe25,"Job Description: Senior Data Engineer Location: Sunnyvale, CA (Local candidates preferred) Key Skills: Tableau, Python, Snowflake Overview: We are seeking an experienced Senior Data Engineer with at least 8 years of industry experience and strong expertise in Python and Snowflake. The ideal candidate will excel at collaborating with business users, cross-functional teams, and offshore teams to deliver high-quality data solutions. A solid understanding and experience with Machine learning is a va","Hybrid in Sunnyvale, California",2025-05-16,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,2d ago
Junior Machine Learning Engineer - Remote (Experience Level 2-4 Years),ERPMark Inc,https://www.dice.com/job-detail/d27133fa-b625-4084-a194-c04c69672452,"Title: Junior Machine Learning Engineer Experience Level 2-4 Years Location: Remote Contract Job Description: Machine Learning/LLMOps/MLOps Operations with a robust background in Machine Learning (ML). In this pivotal role, you will support our Machine Translation (MT) and Large Language Model (LLM) programs by building and fine-tune the models, perform evaluations and drive technical programs and writing codes by focusing on enhancing translation quality while ensuring scalability and cost",Remote or Hybrid in California,2025-05-16 00:00:00,"Third Party, Contract",,Easy Apply,Applied,2d ago
GEN AI Architect,Pozent,https://www.dice.com/job-detail/980dd8cd-5659-47ca-a9ad-2a1f90ede8cf,"Must have 15+ years of experience working in Data science, Machine learning and especially NLP technologies. Strong Architecture exp is must. Must have experience with Agentic AI frameworks LangGraph, LlamaIndex etc. Strong understanding of Agents development. Experience with Python programming language in a must. Ability to develop Python code as needed and train the Developers based on business needs. Experience with AWS / Azure ecosystem is a must. Preferable candidate should possess Pha","Raritan, New Jersey",2025-05-16,"Full-time, Contract",BASED ON EXPERIENCE,Easy Apply,Applied,Today
Data Engineer,JBC powered by Workgenius,https://www.dice.com/job-detail/e7465183-5387-4811-8d15-20335d5721d2,"Data Engineer with Top Global Beauty / Cosmetics & Skincare Brand Location: EST Remote Duration: up to 4 months Pay: up to $49.50/HR Summary: Our client is seeking a Data Engineer to help develop an agentic AI-driven web app designed to empower brand teams to quickly and easily gain insights from structured market survey data. A proof of concept (POC) has been completed, and they now require a small team to put the solution into production. The solution is a **simple chat-based web app** that e",Remote,2025-05-16 00:00:00,Contract,$40 - $49.5,Easy Apply,Applied,Today
"Data Scientist || Dallas , TX - Onsite",DMS Vision Inc.,https://www.dice.com/job-detail/4e449f21-26d1-43fb-a46a-6be759aff315,"Hi, Hope you are doing well !! I have an urgent position. Kindly go through the Job description and let me know if this would be of interest to you. Job Title: Data Scientist Location: Dallas , TX - Onsite Duration: Long Term Project Technical Skills: Programming languages: Python, PySpark, SQL Data Processing and Machine Learning: PySpark, Databricks, MLlib Cloud Platforms: Azure, AWS, Google Cloud Platform MLOps Familiarity with MLOps concepts and tools in a Databricks environment Data",Arkansas,2025-05-19 00:00:00,"Third Party, Contract",,Easy Apply,Applied,Today
"AI/ML Project Manager-Santa Clara, CA (Hybrid)-C2C- Local to CA-CH",Empower Professionals,https://www.dice.com/job-detail/6161dde9-619d-4f31-a988-6a6b75cde70a,"Role: AI/ML Project Manager Location: Santa Clara, CA (Hybrid) Duration: 12+ Months Must have: Experience with Generative AI technologies, including Large Language Models (LLMs), GPT architectures, and related applications Previous experience in managing AI/ML projects Proficiency in AI/ML frameworks (e.g., TensorFlow, PyTorch), data analytics tools, and programming languages (e.g., Python, R). Oversee AI/ML projects from inception to completion, ensuring alignment with business objectives and","Hybrid in Santa Clara, California",2025-05-19 00:00:00,"Third Party, Contract",$75 - $80,Easy Apply,Applied,Today
Data Scientist - W2 - Remote (Posted by SAM),Global Force USA,https://www.dice.com/job-detail/c719871e-1311-4b66-a2ae-f45c6e73c922,"Required Skills: SQLPythonNLPAutomation Description: SQL, Python, NLP, automation-type techniques4 people focused on this for the year will need 1 more hence contract need.The data working with is the transcripts from the call center (insurance)The AI/ML system will transcribe call logs of the insurance professionals and make corrections or provide coachingThis data works on quality assurance of the calls let s say a MSR says something out of compliance or off the word track this data is used",Remote,2025-05-20 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Today
AI Engineer with Techyon Platform,Galent,https://www.dice.com/job-detail/92da8537-c32b-4fbf-85b4-c048b33d2127,"Design, develop, and implement AI and machine learning models for classification, prediction, NLP, and optimization tasks. Collaborate with Data Scientists, Software Engineers, and Product Managers to integrate AI models into scalable products. Perform data analysis, feature engineering, and model evaluation. Deploy and monitor AI solutions in production environments using MLOps best practices. Research and evaluate emerging AI technologies and frameworks. Contribute to model documentation, vers","Hybrid in Charlotte, North Carolina",2025-05-16 00:00:00,"Third Party, Contract",$60 - $70,Easy Apply,Applied,Today
Data Scientist,DVARN,https://www.dice.com/job-detail/6e1e0d05-77d4-46c2-afef-db1ec845b5f4,"Role: Data Scientist Location: Los angels, CA Key Responsibilities: Develop and implement linear and non-linear regression models. Work on yield management and price prediction models. Create data visualizations to support data analytics. Perform data analysis and provide insights. Collaborate with LAWA's internal teams to ensure project success. Document and communicate data modeling results effectively to technical and non- technical stakeholders Document project approaches and methods. Report","Los Angeles, California",2025-05-16,"Contract, Third Party",$50 - $60,Easy Apply,Applied,Yesterday
"Senior Data Scientist with LLM Expertise (Bilingual, English & Spanish)","R Systems, Inc.",https://www.dice.com/job-detail/d54b781e-0099-41d3-9755-7a99b43f9199,"Position: Senior Data Scientist Bilingual (English & Spanish) with LLM Expertise Location: Denver, CO Duration: Long Term About R Systems: R Systems is a leading digital product engineering company that designs and develops chip-to-cloud software products, platforms, and digital experiences that empower its clients to achieve higher revenues and operational efficiency. Our product mindset and engineering capabilities in Cloud, Data, AI, and CX enable us to serve key players in the high-tech","Denver, Colorado",2025-05-18 00:00:00,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,Yesterday
GenAI Engineer ? LLM Fine-Tuning | Python | AWS,Mastech Digital,https://www.dice.com/job-detail/c370c7ac-ae39-4589-9a22-5db807f20cb5,"Mastech Digital provides digital and mainstream technology staff as well as Digital Transformation Services for all American Corporations. We are currently seeking a GenAI Engineer ? LLM Fine-Tuning | Python | AWS for our client in the Consulting domain. We value our professionals, providing comprehensive benefits and the opportunity for growth. This is a Contract position, and the client is looking for someone to start immediately. Duration: 12 Months Contract Location: Remote ? Dallas, TX 7503","Remote or Dallas, Texas",2025-05-16,Contract,$81.00 - $100.00 per hour,Easy Apply,Applied,Today
"MLOps/LLMOps Engineer (LLM, DevOps, Cloud SME)",EXCEL CONSULTANTS,https://www.dice.com/job-detail/996edc0c-7b84-484c-b7b8-830bcdb03575,"NOTE 1: Client does not work with visa candidates at this time.NOTE 2: Payment terms are NET35. MLOps/LLMOps Engineer (LLM, DevOps, Cloud SME) San Francisco, Bay Area, CA Duration: Six months may extend to 12 months Must be in the Greater Bay area or in California MLOps/LLMOps Engineer (LLM, DevOps, Cloud SME) Operationalizing Large Language Models requires specialized expertise beyond traditional MLOps practices. LLMs present unique operational challenges including significantly larger computat",Remote,2025-05-16,Contract,Depends on Experience,Easy Apply,Applied,2d ago
AI/ML API Automation Test Lead,ClifyX,https://www.dice.com/job-detail/755c36cf-f332-4416-bf0c-b16dd58c7259,"Hello, Greetings from Clifyx. Position : API Automation Test Lead with AI/ML exp Location: Sunnyvale, CA (Onsite-Hybrid) Duration: 12 Months plus Job Description: Minimum 10 yrs of experience in IT Strong API Automation expertise Should have experience in AI/ML & Gen AI Past Apple experience is a plus Excellent Communication Skills Thanks & Best Regards, Vishal Swami Clifyx (US IT Recruiter) Contact Number- LinkedIn: Headquarters: South Plainfield, NJ 07080","Sunnyvale, California",2025-05-16,Contract,Depends on Experience,Easy Apply,Applied,3d ago
AI/ML Data Engineer,Mindlance,https://www.dice.com/job-detail/ceeb06bc-c1fd-4423-b815-90c3a5d5e4ac,"Role: Sr. AI/ML Data Engineer Location: Washington, DC Duration: Long Term Hybrid Onsite: 4 days onsite per week from Day 1 Minimum Years of Experience: 10+ Years Overview: A professional in data modeling, AI/ML, and data synthesis is responsible for designing, implementing, and maintaining data structures that support organizational data needs. This role includes integrating multiple data sources, creating data synthesis flows, and leveraging AI, ML, and Gen AI technologies to drive data-drive","Hybrid in Washington, District of Columbia",2025-05-16,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,11d ago
Senior Data Scientist - Generative AI,Pozent,https://www.dice.com/job-detail/ccd18cfe-161e-41e5-a19d-a8f18c2fbcf6,"A Senior Data Scientist specializing in Generative AI plays a crucial role in developing advanced artificial intelligence models that can create new, synthetic data or content. This role requires expertise in generative models such as GANs (Generative Adversarial Networks), VAEs (Variational Autoencoders), and other techniques for content generation. Here's a job description for a Senior Data Scientist focused on Generative AI: Job Title: Senior Data Scientist - Generative AI Job Overview: As a","Chennai, Tamil Nadu",2025-05-16,Contract,BASED ON EXPERIENCE,Easy Apply,Applied,Today
AI Engineer / Artificial Intelligence Engineer,"Sun Technologies,Inc.",https://www.dice.com/job-detail/f067a033-fe7e-4c9c-847f-411d107baafe,"Job Title: AI Engineer / Artificial Intelligence Engineer Duration: up to 6 months contract (with the possibility of extension) Location: Remote Work / Work from Home Work Schedule: 4/10 Schedule Pay Rate: $135/hr on W2 Featured Benefits: Medical Insurance in compliance with the ACA401(k)Sick leave in compliance with applicable state, federal, and local laws Skills Required: Agentic Framework and Skills o Building AI agents o Tandem and parallel models o IBM Orchestrate (optional)Strong knowle",Remote,2025-05-16,Contract,$135,Easy Apply,Applied,4d ago
AI Specialist- Generative AI (GenAI),TekDallas,https://www.dice.com/job-detail/3b30026f-3bb6-430c-b864-6b7a22912c0e,"Position: AI Specialist Location: 100% Remote (EST working hours) - Candidates can live in the west coast, but need to be able to work EST hours Contract Duration: Through end of the year, (but also could extend into 2026) work on efforts to automate IAM efforts using AI tools. They will Architect AI automation solutions for these four IAM workflows: ProvisioningMonitoringThreat DetectionIncident Response The Role: We're looking for strong, hands-on AI Architects with deep experience in Gen",Remote,2025-05-18 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Yesterday
"Urgent Needed - Machine Learning Engineer - Charlotte, NC",SATCON Inc,https://www.dice.com/job-detail/8514079a-143c-4e9d-aab6-fc17fe0d5f7d,"Hi, I hope you are doing well! Looking for a Machine Learning Engineer in Charlotte, NC (Onsite/Hybrid). Please review the below requirement and let me know if you are interested. Job Title: Machine Learning Engineer Location: Charlotte, NC Duration: Long Term Job Description Role Overview: We are seeking a highly skilled and experienced Machine Learning Scientist with a strong background in Data Science, Natural Language Processing (NLP), and Generative AI to join our team on a contract basis","Hybrid in Charlotte, North Carolina",2025-05-16,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,10d ago
AI Engineer,FutureTech Consultants LLC,https://www.dice.com/job-detail/4db07ef0-8dba-49a6-9551-c9d9e5d9c520,"Hi, Hope you are doing good, this is Rajeev from FutureTech Consultants, LLC and I have a job opening with our direct client. Please have a look at the below job description and let me know your interest. Please share me the latest copy of your resume. Role: AI Engineer Location: (Onsite) Atlanta, GA 30354 & Minneapolis, MN 55437 Duration: Long Term Contract Experience Level: 10-15 years Description: Experience with Agile Software Development Lifecycles and DevOps / DevSecOps.Development exper","Atlanta, Georgia",2025-05-20 00:00:00,Contract,$60 - $70,Easy Apply,Applied,Yesterday
Gen AI Consultant,P2PSoftTek Inc,https://www.dice.com/job-detail/6c09d7ba-cf9c-412e-9749-6acff480ae3a,"Role: Gen AI Consultant Location: San Leandro, CA Description Design, develop, and maintain full-stack applications using modern frameworks and languages.Build scalable AI/ML and Gen AI solutions, integrating them into existing or new software platforms.Collaborate with cross-functional teams to develop innovative software products.Utilize cloud-native technologies and implement microservices-based architectures.Participate in DevSecOps and SRE practices to ensure robust software delivery.Mainta","San Leandro, California",2025-05-16,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,20d ago
AI/ML & Gen AI Senior Engineer,Intento Analytics LLC,https://www.dice.com/job-detail/7a557360-01cc-4893-8e72-435524252c25,"Need 13+ years candidate. Job Description:Job Responsibilities: Delivery: Own the AI delivery aspects as per the client s AI objectives. Innovation & Demonstration: Proactively identify value-driven use cases and apply them throughout the customer s journey. Solution Design & Delivery: Design and deliver industry-best, responsible AI solutions using AWS and/or Azure Gen AI and ML Services using data from Snowflake and other sources. Client Engagement: Regular collaboration and partnership with","Coppell, Texas",2025-05-22 00:00:00,Contract,$60 - $70,Easy Apply,Applied,1d ago
"Senior AI Architect (Hybrid) || Roseland, NJ (Must be local to NJ/NY)",DMS Vision Inc.,https://www.dice.com/job-detail/1be71907-baec-4693-b635-f3bb1a70cd25,"Hi Hope you are doing well !! I have an urgent position. Kindly go through the Job description and let me know if this would be of interest to you. Role : Senior AI Architect (Hybrid) Location: Roseland, NJ (Must be local to NJ/NY) Duration : 12 Months Note : Must have LinkedIn Job Description: Our Client is embarking on the next phase of its AI journey, focused on building scalable, impactful AI solutions across its product portfolio. We are seeking a highly motivated and execution-focused",New Jersey,2025-05-19 00:00:00,"Contract, Third Party",,Easy Apply,Applied,Today
Generative AI (GenAI) Senior Engineer,DTEL Engineering & Consultants Inc,https://www.dice.com/job-detail/c61f0081-2544-450c-9b52-66dcbb431e43,"Role Summary: As a Generative AI (GenAI) Senior Engineer, you will lead the architecture, development, and delivery of cutting-edge AI and analytics solutions. Your work will focus on deploying scalable, responsible GenAI applications using cloud platforms and modern data sources like Snowflake, helping clients unlock tangible business value. Key Requirements: 13+ years of experience in data solution architecture and AI implementation7+ years in AI/ML, advanced analytics, or data science roles,","Hybrid in Coppell, Texas",2025-05-19 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Today
AI/ML & Gen AI Senior Engineer,"VDart, Inc.",https://www.dice.com/job-detail/b731ab32-0d28-4dc4-a3f7-7403f57d3054,"Job Title: Generative AI (GenAI) Senior Engineer Location: Coppell, TX Duration: / Term: 3+ months Job Description: Experience Desired: 12+ Years. Key required skills As a Generative AI (GenAI) Senior Engineer, you will lead the design, development, and delivery of innovative AI and analytics solutions that drive real-world transformation for our clients. In this role, you will leverage your expertise to build and scale disruptive GenAI applications that unlock business value and deliver","Coppell, Texas",2025-05-20 00:00:00,"Contract, Third Party",,Easy Apply,Applied,Today
"Onsite Mid-Level Data Scientist, LLM, NLP, Chatbot, AWS, GenAI, ML, AI, Data Cleansing, SQL, Python",Intelliswift Software Inc,https://www.dice.com/job-detail/415de1e4-5325-4225-91ed-b0af90066f58,"Mid-Level Data Scientist with 4-6 years in Data Scientist, LLM, Natural Language Processing (NLP), Chatbot, Machine Learning, AWS, Python for a contract position onsite, possibly to hire. 100% onsite to the Coppell, MUST BE LOCAL to Dallas area, no relocation.This position pays $45-50 W-2. Working in all aspects of the data science cycle. What you will be doing: Solve business problems using but not limited to LLM, Natural Language Processing (NLP), GenAI, AWS, Machine Learning and market basket","Coppell, Texas",2025-05-16,Contract,$40 - $50,Easy Apply,Applied,4d ago
Data Scientist,Konane Solutions,https://www.dice.com/job-detail/0fd81517-c389-48f3-9a53-fa4de70d7a7f,"Must have over 5 years of experience programming with Python as a Data ScientistMust have experience working with Marketing specifically with consumer level modelingMust have Forecasting experience Demand or Volume ForecastingMust have retail expPyspark - Good to haveDatabricks - good to haveThe team supports customer segmentation and modeling work. They also focus on forecasting capabilities, so they will be doing volume forecasting on several intiiativesFulfillment work - batch optimization w","Remote or Hybrid in Chicago, Illinois",2025-05-16 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,2d ago
Senior Data Scientist GenAI | LLM | RAG | Azure,ConglomerateIT,https://www.dice.com/job-detail/5d093865-b72c-40ab-acc5-a4aa210cc460,Job Title: Senior Data Scientist GenAI | LLM | RAG | Azure Location: Atlanta GA Employment Type: Remote - W2 About us Conglomerate IT is a certified and a pioneer in providing premium end-to-end Global Workforce Solutions and IT Services to diverse clients across various domains. Visit us at Our mission is to establish global cross culture human connections that further the careers of our employees and strengthen the businesses of our clients. We are driven to use the power of global network to,"Remote or Atlanta, Georgia",2025-05-16,Contract,,Easy Apply,Applied,Today
Agentic AI Developers,"InfoVision, Inc.",https://www.dice.com/job-detail/c94ba5f9-ba91-4ccc-a08f-b1539e55e6e5,"Key Responsibilities Develop and deploy autonomous AI agents that operate, learn, and adapt in real-world environments. Optimize TensorFlow-based models for real-time inference and low-latency decision-making. Enhance agent decision-making abilities through RL, planning, and heuristic algorithms. Design and implement multi-agent architectures using frameworks like LangChain, AutoGPT, CrewAI, or similar. Integrate AI agents with APIs, databases, and messaging systems (Kafka, RabbitMQ, MQTT). Moni","Hybrid in Dallas, Texas",2025-05-20 00:00:00,"Third Party, Contract",Depends on Experience,Easy Apply,Applied,Today
Machine Learning Engineer - only local to Dallas TX,Intellisoft Technologies,https://www.dice.com/job-detail/dbfe10da-bc19-4b09-9568-8fac80bd03a1,"** only 12 + yrs exp and local to Dallas, TX ** ** Visa-independent candidate must work on a direct W2** Role: Sr Machine Learning Engineer Location: Hybrid onsite in Plano, TX Long term C2C is okayMust have Skills: 12+ years of software engineering, machine learning, data science, or total equivalent experienceStrong experience in Machine Learning, Computer Vision, and/or Signal ProcessingExperience working with the deployment and monitoring of ML models in a production cloud-based containeriz","Plano, Texas",2025-05-16 00:00:00,"Third Party, Contract",Depends on Experience,Easy Apply,Applied,3d ago
UX Program Manager (Ads Product/UX Research),U.S. Tech Solutions Inc.,https://www.dice.com/job-detail/9791724f-f6e1-49a2-9b2a-638b8b21308f,"Job Description: UXR team is the largest team with critical responsibilities to plan, glean, and interpret user insights that influence product decisions across the organization.Program Management support is key to ensuring that programs are operating as planned and that the outputs of the team are aligned with Organic partner goals.Responsibilities: Day to day program management of the Whole Page Sentiment program and other programs.Operationalizing research infra, including AI utilization.On-t","Hybrid in New York, New York",2025-05-16,Contract,$100 - $140,Easy Apply,Applied,27d ago
GenAI Solutions Engineer,Enexus Global,https://www.dice.com/job-detail/40767755-c4a8-4019-a905-484bfe24a9cc,"Role: GenAI Solutions Engineer Remote Experience: 12+ Tax Terms: W2 / C2C Skills: GenAI, RAG, LLM, Full Stack Development Translating AI capabilities into business value requires a technically versatile engineer who can bridge the gap between complex AI models and practical applications. This implementation-oriented full-stack role combines software engineering expertise with specialized knowledge of how to efficiently leverage data sources, LLMs, and AI agents in production environments to de",Remote or California,2025-05-16 00:00:00,"Contract, Third Party",,Easy Apply,Applied,Today
Data Scientist,Mice Groups,https://www.dice.com/job-detail/ca29b473-017e-4c4b-a923-fdc47dc71262,"The ideal candidate's favorite words are learning, data, scale, and agility. You will leverage your strong collaboration skills and ability to extract valuable insights from highly complex data sets to ask the right questions and find the right answers. Location: Tualatin, OR Contract Duration: 8 Months Work Type: Onsite, W2 Only Pay Rate: $20.00 - $23.00 per hour Job Description: Client is seeking a skilled Data Scientist to join our team in Tualatin, OR. This is an 8-month onsite contract posi","Tualatin, Oregon",2025-05-16,Contract,$20 - $23,Easy Apply,Applied,7d ago
Python developer,Techgene Solutions LLC,https://www.dice.com/job-detail/22a16333-5ee9-4af0-ac72-96915423509d,"Role : Python developer Location : Westlake TX or Ashburn VA Candidate can work from these locations, and he can go onsite from two locations. Duration : 1+ year Visa : Any visa is fine MUST have Network Automation skills SIP/Call Flow, 5G, Robot Framework and Python (of course). As a(n) Core Developer Python you will: Python Development: 4-6 years of experience in Python development. Proficiency in writing, testing, and debugging Python code Implement advanced codeless automation solutions","Westlake, Texas",2025-05-16 00:00:00,"Full-time, Third Party, Contract",,Easy Apply,Applied,Today
"Machine Learning Engineer - Reading, PA (Onsite)",Kaizen Technologies,https://www.dice.com/job-detail/669e4e25-e86a-4f60-9d9c-a389a958b89a,"Need locals only and 13+ Years only. Job Title: Machine Learning Engineer Location: Reading, PA (Onsite) Job Description: We are seeking a Machine Learning Engineer to design, develop, and deploy ML models to solve real-world problems. You will collaborate with data scientists and software engineers to build scalable, production-grade machine learning systems. Key Responsibilities: Build and optimize machine learning models and pipelines. Collect, clean, and preprocess large datasets. Deploy mo",Pennsylvania,2025-05-16,"Contract, Third Party",,Easy Apply,Applied,Today
Data Scientist ( Multiple Positions),Codeforce 360,https://www.dice.com/job-detail/1b4d0341-ecf4-407c-b9af-2ae572c67eb9,"Career Opportunity: Job Title: Data Scientist (Multiple Positions) About CodeForce 360 Making a career choice is amongst the most critical choices one can make, and it's important for the choice to be calculated with factors such as a company's run of success since its inception and more. But, when you come across a company that has reputation proven with nothing but an illustrious run of success since the day it began, you don't need to think of anything else. That's precisely what some of","Alpharetta, Georgia",2025-05-16,Contract,$85000-150000,Easy Apply,Applied,Today
MLOps/LLMOps Engineer,ITECS,https://www.dice.com/job-detail/0fbfa503-8a05-4a49-9413-f9a394951002,"Position 2. MLOps/LLMOps Engineer Location: Remote ( should be able to work on PST time zones). Prefers local to bay area. Description: Operationalizing Large Language Models requires specialized expertise beyond traditional MLOps practices. LLMs present unique operational challenges including significantly larger computational requirements, complex data pipelines, specialized infrastructure needs, and unique performance optimization requirements. This specialized role ensures GenAI solutions c",No location provided,2025-05-16 00:00:00,Third Party,,Easy Apply,Applied,Today
Senior Data Engineer,BayOne Solutions,https://www.dice.com/job-detail/6e17e48d-73aa-4171-ab21-a91b7c4ef82c,"Job Title: Senior Data Engineer Location: Bentonville, AR(Hybrid) Duration: 6+ Months Payrate: $65 to $70/hr. on C2C Must have: Python, SQL, Machine Learning Key Responsibilities: Design, develop, and maintain data pipelines using Spark, PySpark, and other big data technologies to process large datasets.Build and optimize complex SQL queries for data extraction, transformation, and loading (ETL) in both batch and real-time workflows.Work with cloud platforms such as AWS, Azure, or Google Cloud P","Hybrid in Bentonville, Arkansas",2025-05-16 00:00:00,"Contract, Third Party",$60 - $70,Easy Apply,Applied,3d ago
Sr. Data Engineer,Horizontal Talent,https://www.dice.com/job-detail/56fd2070-c964-494a-a1e7-460e84df3f7e,We are seeking a talented and motivated Senior Data Engineer to join our dynamic team. This role offers the opportunity to work on innovative data platform tools and contribute to exciting projects in a collaborative environment. Responsibilities Collaborate with fellow Data Engineers to build and enhance the Next Generation Data Platform. Provide guidance on best practices for utilizing the Cloud Data Platform across various teams. Develop Data Marts using Python and SQL on the latest Cloud Dat,Remote,2025-05-16,Contract,Depends on Experience,Easy Apply,Applied,Today
Senior Java Developer with Machine Learning,Advansys Inc,https://www.dice.com/job-detail/fb73237b-4d1b-45ff-90dc-bf8d35b9b81c,"Title: Senior Level Java/J2EE Developer Location: Alpharetta, GA Duration: Longterm We are in urgent need of a Strong Senior Level Java/J2EE Developer resource with strong API development, Spring, Springboot, Microservices, Webservices, Google Cloud Platform Cloud, CICD, Devops, Jenkins, Maven, Docker, Kubernetes.Experience ideally a Software Engineer with ML or Data Scientist background. Bachelor's Degree in Computer Science/IT and with atleast 13+ yrs of experience in IT or Related field","Alpharetta, Georgia",2025-05-16,"Third Party, Contract",Depends on Experience,Easy Apply,Applied,14d ago
